,group_label,stat_label,motion_label,representative_feature
relative_to_body_radial_velocity_tail_tip_w_paused_10th,76,10th,paused,False
relative_to_body_radial_velocity_tail_tip_w_paused_50th,16,50th,paused,False
relative_to_body_radial_velocity_tail_tip_w_paused_90th,16,90th,paused,True
relative_to_body_radial_velocity_tail_tip_w_paused_IQR,12,IQR,paused,False
relative_to_body_speed_midbody_abs_10th,97,10th,none,False
relative_to_body_speed_midbody_abs_50th,97,50th,none,False
relative_to_body_speed_midbody_abs_90th,97,90th,none,False
relative_to_body_speed_midbody_abs_IQR,97,IQR,none,False
relative_to_body_speed_midbody_norm_abs_10th,97,10th,none,False
relative_to_body_speed_midbody_norm_abs_50th,97,50th,none,False
relative_to_body_speed_midbody_norm_abs_90th,97,90th,none,False
relative_to_body_speed_midbody_norm_abs_IQR,97,IQR,none,False
relative_to_body_speed_midbody_w_backward_abs_10th,97,10th,backward,False
relative_to_body_speed_midbody_w_backward_abs_50th,97,50th,backward,False
relative_to_body_speed_midbody_w_backward_abs_90th,97,90th,backward,False
relative_to_body_speed_midbody_w_backward_abs_IQR,97,IQR,backward,False
relative_to_body_speed_midbody_w_forward_abs_10th,97,10th,forward,False
relative_to_body_speed_midbody_w_forward_abs_50th,97,50th,forward,False
relative_to_body_speed_midbody_w_forward_abs_90th,97,90th,forward,False
relative_to_body_speed_midbody_w_forward_abs_IQR,97,IQR,forward,False
relative_to_body_speed_midbody_w_paused_abs_10th,100,10th,paused,False
relative_to_body_speed_midbody_w_paused_abs_50th,100,50th,paused,True
relative_to_body_speed_midbody_w_paused_abs_90th,1,90th,paused,False
relative_to_body_speed_midbody_w_paused_abs_IQR,1,IQR,paused,False
relative_to_head_base_angular_velocity_head_tip_abs_10th,6,10th,none,False
relative_to_head_base_angular_velocity_head_tip_abs_50th,6,50th,none,False
relative_to_head_base_angular_velocity_head_tip_abs_90th,2,90th,none,False
relative_to_head_base_angular_velocity_head_tip_abs_IQR,2,IQR,none,False
relative_to_head_base_angular_velocity_head_tip_w_backward_abs_10th,99,10th,backward,False
relative_to_head_base_angular_velocity_head_tip_w_backward_abs_50th,6,50th,backward,False
relative_to_head_base_angular_velocity_head_tip_w_backward_abs_90th,6,90th,backward,False
relative_to_head_base_angular_velocity_head_tip_w_backward_abs_IQR,6,IQR,backward,False
relative_to_head_base_angular_velocity_head_tip_w_forward_abs_10th,2,10th,forward,False
relative_to_head_base_angular_velocity_head_tip_w_forward_abs_50th,2,50th,forward,False
relative_to_head_base_angular_velocity_head_tip_w_forward_abs_90th,60,90th,forward,False
relative_to_head_base_angular_velocity_head_tip_w_forward_abs_IQR,60,IQR,forward,False
relative_to_head_base_angular_velocity_head_tip_w_paused_abs_10th,19,10th,paused,False
relative_to_head_base_angular_velocity_head_tip_w_paused_abs_50th,19,50th,paused,False
relative_to_head_base_angular_velocity_head_tip_w_paused_abs_90th,2,90th,paused,False
relative_to_head_base_angular_velocity_head_tip_w_paused_abs_IQR,2,IQR,paused,False
relative_to_head_base_radial_velocity_head_tip_10th,90,10th,none,False
relative_to_head_base_radial_velocity_head_tip_50th,83,50th,none,False
relative_to_head_base_radial_velocity_head_tip_90th,2,90th,none,False
relative_to_head_base_radial_velocity_head_tip_IQR,2,IQR,none,False
relative_to_head_base_radial_velocity_head_tip_norm_10th,90,10th,none,False
relative_to_head_base_radial_velocity_head_tip_norm_50th,83,50th,none,False
relative_to_head_base_radial_velocity_head_tip_norm_90th,2,90th,none,False
relative_to_head_base_radial_velocity_head_tip_norm_IQR,2,IQR,none,False
relative_to_head_base_radial_velocity_head_tip_w_backward_10th,79,10th,backward,False
relative_to_head_base_radial_velocity_head_tip_w_backward_50th,54,50th,backward,False
relative_to_head_base_radial_velocity_head_tip_w_backward_90th,42,90th,backward,False
relative_to_head_base_radial_velocity_head_tip_w_backward_IQR,42,IQR,backward,False
relative_to_head_base_radial_velocity_head_tip_w_forward_10th,90,10th,forward,False
relative_to_head_base_radial_velocity_head_tip_w_forward_50th,28,50th,forward,False
relative_to_head_base_radial_velocity_head_tip_w_forward_90th,61,90th,forward,False
relative_to_head_base_radial_velocity_head_tip_w_forward_IQR,61,IQR,forward,False
relative_to_head_base_radial_velocity_head_tip_w_paused_10th,90,10th,paused,False
relative_to_head_base_radial_velocity_head_tip_w_paused_50th,16,50th,paused,False
relative_to_head_base_radial_velocity_head_tip_w_paused_90th,2,90th,paused,False
relative_to_head_base_radial_velocity_head_tip_w_paused_IQR,2,IQR,paused,False
relative_to_hips_angular_velocity_tail_tip_abs_10th,97,10th,none,False
relative_to_hips_angular_velocity_tail_tip_abs_50th,97,50th,none,False
relative_to_hips_angular_velocity_tail_tip_abs_90th,97,90th,none,False
relative_to_hips_angular_velocity_tail_tip_abs_IQR,97,IQR,none,False
relative_to_hips_angular_velocity_tail_tip_w_backward_abs_10th,57,10th,backward,False
relative_to_hips_angular_velocity_tail_tip_w_backward_abs_50th,97,50th,backward,False
relative_to_hips_angular_velocity_tail_tip_w_backward_abs_90th,97,90th,backward,False
relative_to_hips_angular_velocity_tail_tip_w_backward_abs_IQR,97,IQR,backward,False
relative_to_hips_angular_velocity_tail_tip_w_forward_abs_10th,97,10th,forward,False
relative_to_hips_angular_velocity_tail_tip_w_forward_abs_50th,97,50th,forward,False
relative_to_hips_angular_velocity_tail_tip_w_forward_abs_90th,97,90th,forward,False
relative_to_hips_angular_velocity_tail_tip_w_forward_abs_IQR,97,IQR,forward,False
relative_to_hips_angular_velocity_tail_tip_w_paused_abs_10th,100,10th,paused,False
relative_to_hips_angular_velocity_tail_tip_w_paused_abs_50th,100,50th,paused,False
relative_to_hips_angular_velocity_tail_tip_w_paused_abs_90th,12,90th,paused,False
relative_to_hips_angular_velocity_tail_tip_w_paused_abs_IQR,12,IQR,paused,False
relative_to_hips_radial_velocity_tail_tip_10th,87,10th,none,False
relative_to_hips_radial_velocity_tail_tip_50th,28,50th,none,False
relative_to_hips_radial_velocity_tail_tip_90th,39,90th,none,False
relative_to_hips_radial_velocity_tail_tip_IQR,39,IQR,none,False
relative_to_hips_radial_velocity_tail_tip_norm_10th,87,10th,none,False
relative_to_hips_radial_velocity_tail_tip_norm_50th,28,50th,none,False
relative_to_hips_radial_velocity_tail_tip_norm_90th,39,90th,none,False
relative_to_hips_radial_velocity_tail_tip_norm_IQR,39,IQR,none,False
relative_to_hips_radial_velocity_tail_tip_w_backward_10th,79,10th,backward,False
relative_to_hips_radial_velocity_tail_tip_w_backward_50th,70,50th,backward,False
relative_to_hips_radial_velocity_tail_tip_w_backward_90th,42,90th,backward,False
relative_to_hips_radial_velocity_tail_tip_w_backward_IQR,42,IQR,backward,False
relative_to_hips_radial_velocity_tail_tip_w_forward_10th,87,10th,forward,False
relative_to_hips_radial_velocity_tail_tip_w_forward_50th,28,50th,forward,False
relative_to_hips_radial_velocity_tail_tip_w_forward_90th,39,90th,forward,False
relative_to_hips_radial_velocity_tail_tip_w_forward_IQR,39,IQR,forward,False
relative_to_hips_radial_velocity_tail_tip_w_paused_10th,76,10th,paused,True
relative_to_hips_radial_velocity_tail_tip_w_paused_50th,16,50th,paused,False
relative_to_hips_radial_velocity_tail_tip_w_paused_90th,16,90th,paused,False
relative_to_hips_radial_velocity_tail_tip_w_paused_IQR,12,IQR,paused,False
relative_to_neck_angular_velocity_head_tip_abs_10th,6,10th,none,False
relative_to_neck_angular_velocity_head_tip_abs_50th,6,50th,none,False
relative_to_neck_angular_velocity_head_tip_abs_90th,97,90th,none,False
relative_to_neck_angular_velocity_head_tip_abs_IQR,97,IQR,none,False
relative_to_neck_angular_velocity_head_tip_w_backward_abs_10th,99,10th,backward,False
relative_to_neck_angular_velocity_head_tip_w_backward_abs_50th,42,50th,backward,False
relative_to_neck_angular_velocity_head_tip_w_backward_abs_90th,42,90th,backward,False
relative_to_neck_angular_velocity_head_tip_w_backward_abs_IQR,42,IQR,backward,False
relative_to_neck_angular_velocity_head_tip_w_forward_abs_10th,39,10th,forward,False
relative_to_neck_angular_velocity_head_tip_w_forward_abs_50th,39,50th,forward,False
relative_to_neck_angular_velocity_head_tip_w_forward_abs_90th,39,90th,forward,False
relative_to_neck_angular_velocity_head_tip_w_forward_abs_IQR,39,IQR,forward,False
relative_to_neck_angular_velocity_head_tip_w_paused_abs_10th,19,10th,paused,False
relative_to_neck_angular_velocity_head_tip_w_paused_abs_50th,19,50th,paused,False
relative_to_neck_angular_velocity_head_tip_w_paused_abs_90th,2,90th,paused,False
relative_to_neck_angular_velocity_head_tip_w_paused_abs_IQR,2,IQR,paused,False
relative_to_neck_radial_velocity_head_tip_10th,83,10th,none,False
relative_to_neck_radial_velocity_head_tip_50th,83,50th,none,False
relative_to_neck_radial_velocity_head_tip_90th,6,90th,none,False
relative_to_neck_radial_velocity_head_tip_IQR,6,IQR,none,False
relative_to_neck_radial_velocity_head_tip_norm_10th,83,10th,none,False
relative_to_neck_radial_velocity_head_tip_norm_50th,83,50th,none,False
relative_to_neck_radial_velocity_head_tip_norm_90th,6,90th,none,False
relative_to_neck_radial_velocity_head_tip_norm_IQR,6,IQR,none,False
relative_to_neck_radial_velocity_head_tip_w_backward_10th,79,10th,backward,False
relative_to_neck_radial_velocity_head_tip_w_backward_50th,54,50th,backward,False
relative_to_neck_radial_velocity_head_tip_w_backward_90th,42,90th,backward,False
relative_to_neck_radial_velocity_head_tip_w_backward_IQR,42,IQR,backward,False
relative_to_neck_radial_velocity_head_tip_w_forward_10th,90,10th,forward,False
relative_to_neck_radial_velocity_head_tip_w_forward_50th,28,50th,forward,False
relative_to_neck_radial_velocity_head_tip_w_forward_90th,2,90th,forward,False
relative_to_neck_radial_velocity_head_tip_w_forward_IQR,2,IQR,forward,False
relative_to_neck_radial_velocity_head_tip_w_paused_10th,90,10th,paused,False
relative_to_neck_radial_velocity_head_tip_w_paused_50th,16,50th,paused,False
relative_to_neck_radial_velocity_head_tip_w_paused_90th,2,90th,paused,False
relative_to_neck_radial_velocity_head_tip_w_paused_IQR,2,IQR,paused,False
relative_to_tail_base_angular_velocity_tail_tip_abs_10th,97,10th,none,False
relative_to_tail_base_angular_velocity_tail_tip_abs_50th,97,50th,none,False
relative_to_tail_base_angular_velocity_tail_tip_abs_90th,39,90th,none,False
relative_to_tail_base_angular_velocity_tail_tip_abs_IQR,39,IQR,none,False
relative_to_tail_base_angular_velocity_tail_tip_w_backward_abs_10th,48,10th,backward,True
relative_to_tail_base_angular_velocity_tail_tip_w_backward_abs_50th,42,50th,backward,False
relative_to_tail_base_angular_velocity_tail_tip_w_backward_abs_90th,42,90th,backward,False
relative_to_tail_base_angular_velocity_tail_tip_w_backward_abs_IQR,42,IQR,backward,False
relative_to_tail_base_angular_velocity_tail_tip_w_forward_abs_10th,97,10th,forward,False
relative_to_tail_base_angular_velocity_tail_tip_w_forward_abs_50th,97,50th,forward,False
relative_to_tail_base_angular_velocity_tail_tip_w_forward_abs_90th,39,90th,forward,False
relative_to_tail_base_angular_velocity_tail_tip_w_forward_abs_IQR,39,IQR,forward,False
relative_to_tail_base_angular_velocity_tail_tip_w_paused_abs_10th,100,10th,paused,False
relative_to_tail_base_angular_velocity_tail_tip_w_paused_abs_50th,100,50th,paused,False
relative_to_tail_base_angular_velocity_tail_tip_w_paused_abs_90th,12,90th,paused,False
relative_to_tail_base_angular_velocity_tail_tip_w_paused_abs_IQR,12,IQR,paused,False
relative_to_tail_base_radial_velocity_tail_tip_10th,87,10th,none,False
relative_to_tail_base_radial_velocity_tail_tip_50th,28,50th,none,False
relative_to_tail_base_radial_velocity_tail_tip_90th,39,90th,none,False
relative_to_tail_base_radial_velocity_tail_tip_IQR,39,IQR,none,False
relative_to_tail_base_radial_velocity_tail_tip_norm_10th,87,10th,none,False
relative_to_tail_base_radial_velocity_tail_tip_norm_50th,28,50th,none,False
relative_to_tail_base_radial_velocity_tail_tip_norm_90th,39,90th,none,False
relative_to_tail_base_radial_velocity_tail_tip_norm_IQR,39,IQR,none,False
relative_to_tail_base_radial_velocity_tail_tip_w_backward_10th,79,10th,backward,False
relative_to_tail_base_radial_velocity_tail_tip_w_backward_50th,70,50th,backward,False
relative_to_tail_base_radial_velocity_tail_tip_w_backward_90th,42,90th,backward,False
relative_to_tail_base_radial_velocity_tail_tip_w_backward_IQR,42,IQR,backward,False
relative_to_tail_base_radial_velocity_tail_tip_w_forward_10th,88,10th,forward,False
relative_to_tail_base_radial_velocity_tail_tip_w_forward_50th,28,50th,forward,False
relative_to_tail_base_radial_velocity_tail_tip_w_forward_90th,61,90th,forward,False
relative_to_tail_base_radial_velocity_tail_tip_w_forward_IQR,61,IQR,forward,False
relative_to_tail_base_radial_velocity_tail_tip_w_paused_10th,76,10th,paused,False
relative_to_tail_base_radial_velocity_tail_tip_w_paused_50th,16,50th,paused,False
relative_to_tail_base_radial_velocity_tail_tip_w_paused_90th,12,90th,paused,False
relative_to_tail_base_radial_velocity_tail_tip_w_paused_IQR,12,IQR,paused,False
speed_10th,93,10th,none,False
speed_50th,93,50th,none,False
speed_90th,97,90th,none,False
speed_IQR,7,IQR,none,False
speed_head_base_10th,93,10th,none,False
speed_head_base_50th,93,50th,none,False
speed_head_base_90th,97,90th,none,False
speed_head_base_IQR,7,IQR,none,False
speed_head_base_norm_10th,93,10th,none,False
speed_head_base_norm_50th,93,50th,none,False
speed_head_base_norm_90th,97,90th,none,False
speed_head_base_norm_IQR,7,IQR,none,False
speed_head_base_w_backward_10th,86,10th,backward,False
speed_head_base_w_backward_50th,86,50th,backward,False
speed_head_base_w_backward_90th,67,90th,backward,True
speed_head_base_w_backward_IQR,6,IQR,backward,False
speed_head_base_w_forward_10th,93,10th,forward,False
speed_head_base_w_forward_50th,97,50th,forward,False
speed_head_base_w_forward_90th,97,90th,forward,False
speed_head_base_w_forward_IQR,7,IQR,forward,False
speed_head_base_w_paused_10th,90,10th,paused,False
speed_head_base_w_paused_50th,68,50th,paused,False
speed_head_base_w_paused_90th,68,90th,paused,True
speed_head_base_w_paused_IQR,2,IQR,paused,False
speed_head_tip_10th,93,10th,none,False
speed_head_tip_50th,93,50th,none,False
speed_head_tip_90th,97,90th,none,False
speed_head_tip_IQR,7,IQR,none,False
speed_head_tip_norm_10th,93,10th,none,False
speed_head_tip_norm_50th,93,50th,none,False
speed_head_tip_norm_90th,97,90th,none,False
speed_head_tip_norm_IQR,7,IQR,none,False
speed_head_tip_w_backward_10th,86,10th,backward,False
speed_head_tip_w_backward_50th,86,50th,backward,False
speed_head_tip_w_backward_90th,67,90th,backward,False
speed_head_tip_w_backward_IQR,6,IQR,backward,False
speed_head_tip_w_forward_10th,93,10th,forward,False
speed_head_tip_w_forward_50th,97,50th,forward,False
speed_head_tip_w_forward_90th,39,90th,forward,False
speed_head_tip_w_forward_IQR,7,IQR,forward,False
speed_head_tip_w_paused_10th,90,10th,paused,False
speed_head_tip_w_paused_50th,68,50th,paused,False
speed_head_tip_w_paused_90th,68,90th,paused,False
speed_head_tip_w_paused_IQR,2,IQR,paused,False
speed_hips_10th,93,10th,none,False
speed_hips_50th,93,50th,none,False
speed_hips_90th,97,90th,none,False
speed_hips_IQR,7,IQR,none,False
speed_hips_norm_10th,93,10th,none,False
speed_hips_norm_50th,93,50th,none,False
speed_hips_norm_90th,97,90th,none,False
speed_hips_norm_IQR,7,IQR,none,False
speed_hips_w_backward_10th,86,10th,backward,False
speed_hips_w_backward_50th,86,50th,backward,False
speed_hips_w_backward_90th,67,90th,backward,False
speed_hips_w_backward_IQR,6,IQR,backward,False
speed_hips_w_forward_10th,93,10th,forward,True
speed_hips_w_forward_50th,97,50th,forward,False
speed_hips_w_forward_90th,97,90th,forward,False
speed_hips_w_forward_IQR,7,IQR,forward,False
speed_hips_w_paused_10th,32,10th,paused,False
speed_hips_w_paused_50th,32,50th,paused,False
speed_hips_w_paused_90th,68,90th,paused,False
speed_hips_w_paused_IQR,12,IQR,paused,False
speed_midbody_10th,93,10th,none,False
speed_midbody_50th,93,50th,none,False
speed_midbody_90th,97,90th,none,False
speed_midbody_IQR,7,IQR,none,False
speed_midbody_norm_10th,93,10th,none,False
speed_midbody_norm_50th,93,50th,none,False
speed_midbody_norm_90th,97,90th,none,False
speed_midbody_norm_IQR,7,IQR,none,False
speed_midbody_w_backward_10th,86,10th,backward,False
speed_midbody_w_backward_50th,86,50th,backward,False
speed_midbody_w_backward_90th,67,90th,backward,False
speed_midbody_w_backward_IQR,6,IQR,backward,False
speed_midbody_w_forward_10th,93,10th,forward,False
speed_midbody_w_forward_50th,97,50th,forward,False
speed_midbody_w_forward_90th,97,90th,forward,False
speed_midbody_w_forward_IQR,7,IQR,forward,False
speed_midbody_w_paused_10th,32,10th,paused,False
speed_midbody_w_paused_50th,32,50th,paused,False
speed_midbody_w_paused_90th,68,90th,paused,False
speed_midbody_w_paused_IQR,12,IQR,paused,False
speed_neck_10th,93,10th,none,False
speed_neck_50th,93,50th,none,False
speed_neck_90th,97,90th,none,False
speed_neck_IQR,7,IQR,none,False
speed_neck_norm_10th,93,10th,none,False
speed_neck_norm_50th,93,50th,none,False
speed_neck_norm_90th,97,90th,none,False
speed_neck_norm_IQR,7,IQR,none,False
speed_neck_w_backward_10th,86,10th,backward,False
speed_neck_w_backward_50th,86,50th,backward,False
speed_neck_w_backward_90th,67,90th,backward,False
speed_neck_w_backward_IQR,6,IQR,backward,False
speed_neck_w_forward_10th,93,10th,forward,False
speed_neck_w_forward_50th,97,50th,forward,False
speed_neck_w_forward_90th,97,90th,forward,False
speed_neck_w_forward_IQR,7,IQR,forward,False
speed_neck_w_paused_10th,32,10th,paused,False
speed_neck_w_paused_50th,68,50th,paused,False
speed_neck_w_paused_90th,68,90th,paused,False
speed_neck_w_paused_IQR,2,IQR,paused,False
speed_norm_10th,93,10th,none,False
speed_norm_50th,93,50th,none,False
speed_norm_90th,97,90th,none,False
speed_norm_IQR,7,IQR,none,False
speed_tail_base_10th,93,10th,none,False
speed_tail_base_50th,93,50th,none,False
speed_tail_base_90th,97,90th,none,False
speed_tail_base_IQR,7,IQR,none,False
speed_tail_base_norm_10th,93,10th,none,False
speed_tail_base_norm_50th,93,50th,none,False
speed_tail_base_norm_90th,97,90th,none,False
speed_tail_base_norm_IQR,7,IQR,none,False
speed_tail_base_w_backward_10th,86,10th,backward,False
speed_tail_base_w_backward_50th,86,50th,backward,False
speed_tail_base_w_backward_90th,67,90th,backward,False
speed_tail_base_w_backward_IQR,6,IQR,backward,False
speed_tail_base_w_forward_10th,93,10th,forward,False
speed_tail_base_w_forward_50th,97,50th,forward,False
speed_tail_base_w_forward_90th,97,90th,forward,False
speed_tail_base_w_forward_IQR,7,IQR,forward,False
speed_tail_base_w_paused_10th,32,10th,paused,True
speed_tail_base_w_paused_50th,32,50th,paused,False
speed_tail_base_w_paused_90th,68,90th,paused,False
speed_tail_base_w_paused_IQR,12,IQR,paused,False
speed_tail_tip_10th,93,10th,none,False
speed_tail_tip_50th,93,50th,none,False
speed_tail_tip_90th,97,90th,none,False
speed_tail_tip_IQR,7,IQR,none,False
speed_tail_tip_norm_10th,93,10th,none,False
speed_tail_tip_norm_50th,93,50th,none,False
speed_tail_tip_norm_90th,97,90th,none,False
speed_tail_tip_norm_IQR,7,IQR,none,False
speed_tail_tip_w_backward_10th,86,10th,backward,False
speed_tail_tip_w_backward_50th,86,50th,backward,False
speed_tail_tip_w_backward_90th,67,90th,backward,False
speed_tail_tip_w_backward_IQR,6,IQR,backward,False
speed_tail_tip_w_forward_10th,93,10th,forward,False
speed_tail_tip_w_forward_50th,97,50th,forward,False
speed_tail_tip_w_forward_90th,97,90th,forward,False
speed_tail_tip_w_forward_IQR,7,IQR,forward,False
speed_tail_tip_w_paused_10th,32,10th,paused,False
speed_tail_tip_w_paused_50th,32,50th,paused,False
speed_tail_tip_w_paused_90th,68,90th,paused,False
speed_tail_tip_w_paused_IQR,12,IQR,paused,False
speed_w_backward_10th,86,10th,backward,False
speed_w_backward_50th,86,50th,backward,False
speed_w_backward_90th,67,90th,backward,False
speed_w_backward_IQR,6,IQR,backward,False
speed_w_forward_10th,93,10th,forward,False
speed_w_forward_50th,97,50th,forward,False
speed_w_forward_90th,97,90th,forward,False
speed_w_forward_IQR,7,IQR,forward,False
speed_w_paused_10th,32,10th,paused,False
speed_w_paused_50th,32,50th,paused,False
speed_w_paused_90th,68,90th,paused,False
speed_w_paused_IQR,12,IQR,paused,False
turn_inter_duration_50th,25,50th,none,False
turn_inter_fraction,25,none,none,False
turn_inter_frequency,25,none,none,False
turn_intra_duration_50th,52,50th,none,False
turn_intra_fraction,91,none,none,False
turn_intra_frequency,97,none,none,False
width_head_base_10th,23,10th,none,False
width_head_base_50th,23,50th,none,False
width_head_base_90th,94,90th,none,True
width_head_base_IQR,11,IQR,none,False
width_head_base_norm_10th,94,10th,none,False
width_head_base_norm_50th,94,50th,none,False
width_head_base_norm_90th,94,90th,none,False
width_head_base_norm_IQR,11,IQR,none,False
width_head_base_w_backward_10th,23,10th,backward,False
width_head_base_w_backward_50th,23,50th,backward,False
width_head_base_w_backward_90th,13,90th,backward,False
width_head_base_w_backward_IQR,13,IQR,backward,False
width_head_base_w_forward_10th,23,10th,forward,False
width_head_base_w_forward_50th,23,50th,forward,False
width_head_base_w_forward_90th,23,90th,forward,False
width_head_base_w_forward_IQR,11,IQR,forward,False
width_head_base_w_paused_10th,23,10th,paused,False
width_head_base_w_paused_50th,23,50th,paused,False
width_head_base_w_paused_90th,13,90th,paused,False
width_head_base_w_paused_IQR,13,IQR,paused,False
width_midbody_10th,23,10th,none,False
width_midbody_50th,23,50th,none,False
width_midbody_90th,23,90th,none,False
width_midbody_IQR,11,IQR,none,False
width_midbody_norm_10th,94,10th,none,False
width_midbody_norm_50th,94,50th,none,False
width_midbody_norm_90th,94,90th,none,False
width_midbody_norm_IQR,11,IQR,none,False
width_midbody_w_backward_10th,23,10th,backward,False
width_midbody_w_backward_50th,23,50th,backward,False
width_midbody_w_backward_90th,13,90th,backward,False
width_midbody_w_backward_IQR,13,IQR,backward,False
width_midbody_w_forward_10th,23,10th,forward,False
width_midbody_w_forward_50th,23,50th,forward,False
width_midbody_w_forward_90th,23,90th,forward,False
width_midbody_w_forward_IQR,11,IQR,forward,False
width_midbody_w_paused_10th,23,10th,paused,False
width_midbody_w_paused_50th,23,50th,paused,False
width_midbody_w_paused_90th,13,90th,paused,False
width_midbody_w_paused_IQR,13,IQR,paused,False
width_tail_base_10th,23,10th,none,False
width_tail_base_50th,23,50th,none,False
width_tail_base_90th,23,90th,none,False
width_tail_base_IQR,11,IQR,none,False
width_tail_base_norm_10th,94,10th,none,False
width_tail_base_norm_50th,94,50th,none,False
width_tail_base_norm_90th,94,90th,none,False
width_tail_base_norm_IQR,11,IQR,none,False
width_tail_base_w_backward_10th,23,10th,backward,False
width_tail_base_w_backward_50th,23,50th,backward,False
width_tail_base_w_backward_90th,13,90th,backward,False
width_tail_base_w_backward_IQR,13,IQR,backward,False
width_tail_base_w_forward_10th,23,10th,forward,False
width_tail_base_w_forward_50th,23,50th,forward,False
width_tail_base_w_forward_90th,23,90th,forward,False
width_tail_base_w_forward_IQR,11,IQR,forward,False
width_tail_base_w_paused_10th,23,10th,paused,False
width_tail_base_w_paused_50th,23,50th,paused,False
width_tail_base_w_paused_90th,13,90th,paused,False
width_tail_base_w_paused_IQR,13,IQR,paused,False
