masked_video,run_number,wells_checked
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run4_prestim_20191213_155417.22956818/metadata.hdf5,4,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run4_prestim_20191213_155417.22956816/metadata.hdf5,4,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run4_prestim_20191213_155417.22956807/metadata.hdf5,4,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run4_prestim_20191213_155507.22956819/metadata.hdf5,4,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run4_prestim_20191213_155507.22956814/metadata.hdf5,4,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run4_prestim_20191213_155507.22956840/metadata.hdf5,4,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run4_prestim_20191213_155507.22956833/metadata.hdf5,4,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run4_prestim_20191213_155507.22956827/metadata.hdf5,4,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run4_prestim_20191213_155507.22956823/metadata.hdf5,4,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run4_prestim_20191213_155707.22594549/metadata.hdf5,4,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run4_prestim_20191213_155707.22594546/metadata.hdf5,4,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run4_prestim_20191213_155707.22594559/metadata.hdf5,4,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run4_prestim_20191213_155707.22594547/metadata.hdf5,4,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run4_prestim_20191213_155707.22436248/metadata.hdf5,4,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run4_prestim_20191213_155707.22594548/metadata.hdf5,4,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162308.22956811/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162308.22956809/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162308.22956812/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162308.22956831/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162308.22956817/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162308.22956834/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162351.22956829/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162351.22956836/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162351.22956839/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162351.22956806/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162351.22956837/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162351.22956822/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162413.22956818/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162413.22956813/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162413.22956805/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162413.22956816/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162413.22956832/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162413.22956807/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162504.22956814/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162504.22956819/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162504.22956823/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162504.22956827/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162504.22956833/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162504.22956840/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162704.22436248/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162704.22594546/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162704.22594549/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162704.22594559/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162704.22594547/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run5_prestim_20191213_162704.22594548/metadata.hdf5,5,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run6_prestim_20191213_165403.22956836/metadata.hdf5,6,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run6_prestim_20191213_165403.22956837/metadata.hdf5,6,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run6_prestim_20191213_165403.22956839/metadata.hdf5,6,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run6_prestim_20191213_165403.22956806/metadata.hdf5,6,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run6_prestim_20191213_165403.22956829/metadata.hdf5,6,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run6_prestim_20191213_165403.22956822/metadata.hdf5,6,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run6_prestim_20191213_165426.22956816/metadata.hdf5,6,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run6_prestim_20191213_165426.22956832/metadata.hdf5,6,TRUE
