,group_label,stat_label,motion_label
eigen_projection_2_50th,eigen_projection_2,50th,none
eigen_projection_3_50th,eigen_projection_3,50th,none
eigen_projection_4_50th,eigen_projection_4,50th,none
eigen_projection_5_50th,eigen_projection_5,50th,none
eigen_projection_6_50th,eigen_projection_6,50th,none
eigen_projection_7_50th,eigen_projection_7,50th,none
d_relative_to_body_speed_midbody_50th,d_relative_to_speed,50th,none
d_path_curvature_body_50th,d_path_curvature,50th,none
d_path_curvature_tail_50th,d_path_curvature,50th,none
d_path_curvature_midbody_50th,d_path_curvature,50th,none
d_path_curvature_head_50th,d_path_curvature,50th,none
d_curvature_head_50th,d_curvature,50th,none
d_curvature_hips_50th,d_curvature,50th,none
d_curvature_midbody_50th,d_curvature,50th,none
d_curvature_neck_50th,d_curvature,50th,none
d_curvature_tail_50th,d_curvature,50th,none
d_curvature_mean_head_50th,d_curvature,50th,none
d_curvature_mean_neck_50th,d_curvature,50th,none
d_curvature_mean_midbody_50th,d_curvature,50th,none
d_curvature_mean_hips_50th,d_curvature,50th,none
d_curvature_mean_tail_50th,d_curvature,50th,none
d_curvature_std_head_50th,d_curvature,50th,none
d_curvature_std_neck_50th,d_curvature,50th,none
d_curvature_std_midbody_50th,d_curvature,50th,none
d_curvature_std_hips_50th,d_curvature,50th,none
d_curvature_std_tail_50th,d_curvature,50th,none
d_angular_velocity_50th,d_angular_velocity,50th,none
d_relative_to_body_angular_velocity_head_tip_50th,d_relative_to_angular_velocity_head_tip,50th,none
d_relative_to_body_angular_velocity_neck_50th,d_relative_to_angular_velocity,50th,none
d_relative_to_body_angular_velocity_hips_50th,d_relative_to_angular_velocity,50th,none
d_relative_to_body_angular_velocity_tail_tip_50th,d_relative_to_angular_velocity,50th,none
d_angular_velocity_neck_50th,d_angular_velocity,50th,none
d_relative_to_neck_angular_velocity_head_tip_50th,d_relative_to_angular_velocity_head_tip,50th,none
d_angular_velocity_head_base_50th,d_angular_velocity,50th,none
d_relative_to_head_base_angular_velocity_head_tip_50th,d_relative_to_angular_velocity_head_tip,50th,none
d_angular_velocity_hips_50th,d_angular_velocity,50th,none
d_relative_to_hips_angular_velocity_tail_tip_50th,d_relative_to_angular_velocity,50th,none
d_angular_velocity_tail_base_50th,d_angular_velocity,50th,none
d_relative_to_tail_base_angular_velocity_tail_tip_50th,d_relative_to_angular_velocity,50th,none
d_angular_velocity_midbody_50th,d_angular_velocity,50th,none
d_angular_velocity_head_tip_50th,d_angular_velocity_head_tip,50th,none
d_angular_velocity_tail_tip_50th,d_angular_velocity,50th,none
d_eigen_projection_1_50th,d_eigen_projection_1,50th,none
d_eigen_projection_2_50th,d_eigen_projection_2,50th,none
d_eigen_projection_3_50th,d_eigen_projection_3,50th,none
d_eigen_projection_4_50th,d_eigen_projection_4,50th,none
d_eigen_projection_5_50th,d_eigen_projection_5,50th,none
d_eigen_projection_6_50th,d_eigen_projection_6,50th,none
d_eigen_projection_7_50th,d_eigen_projection_7,50th,none
relative_to_body_speed_midbody_90th,relative_to_speed,90th,none
path_curvature_body_90th,path_curvature,90th,none
path_curvature_tail_90th,path_curvature,90th,none
path_curvature_midbody_90th,path_curvature,90th,none
path_curvature_head_90th,path_curvature,90th,none
curvature_head_90th,curvature,90th,none
curvature_hips_90th,curvature,90th,none
curvature_midbody_90th,curvature,90th,none
curvature_neck_90th,curvature,90th,none
curvature_tail_90th,curvature,90th,none
curvature_mean_head_90th,curvature,90th,none
curvature_mean_neck_90th,curvature,90th,none
curvature_mean_midbody_90th,curvature,90th,none
curvature_mean_hips_90th,curvature,90th,none
curvature_mean_tail_90th,curvature,90th,none
curvature_std_head_90th,curvature,90th,none
curvature_std_neck_90th,curvature,90th,none
curvature_std_midbody_90th,curvature,90th,none
curvature_std_hips_90th,curvature,90th,none
curvature_std_tail_90th,curvature,90th,none
angular_velocity_90th,angular_velocity,90th,none
relative_to_body_angular_velocity_head_tip_90th,relative_to_angular_velocity_head_tip,90th,none
relative_to_body_angular_velocity_neck_90th,relative_to_angular_velocity,90th,none
relative_to_body_angular_velocity_hips_90th,relative_to_angular_velocity,90th,none
relative_to_body_angular_velocity_tail_tip_90th,relative_to_angular_velocity,90th,none
angular_velocity_neck_90th,angular_velocity,90th,none
relative_to_neck_angular_velocity_head_tip_90th,relative_to_angular_velocity_head_tip,90th,none
angular_velocity_head_base_90th,angular_velocity,90th,none
relative_to_head_base_angular_velocity_head_tip_90th,relative_to_angular_velocity_head_tip,90th,none
angular_velocity_hips_90th,angular_velocity,90th,none
relative_to_hips_angular_velocity_tail_tip_90th,relative_to_angular_velocity,90th,none
angular_velocity_tail_base_90th,angular_velocity,90th,none
relative_to_tail_base_angular_velocity_tail_tip_90th,relative_to_angular_velocity,90th,none
angular_velocity_midbody_90th,angular_velocity,90th,none
angular_velocity_head_tip_90th,angular_velocity_head_tip,90th,none
angular_velocity_tail_tip_90th,angular_velocity,90th,none
eigen_projection_1_90th,eigen_projection_1,90th,none
eigen_projection_2_90th,eigen_projection_2,90th,none
eigen_projection_3_90th,eigen_projection_3,90th,none
eigen_projection_4_90th,eigen_projection_4,90th,none
eigen_projection_5_90th,eigen_projection_5,90th,none
eigen_projection_6_90th,eigen_projection_6,90th,none
eigen_projection_7_90th,eigen_projection_7,90th,none
d_relative_to_body_speed_midbody_90th,d_relative_to_speed,90th,none
d_path_curvature_body_90th,d_path_curvature,90th,none
d_path_curvature_tail_90th,d_path_curvature,90th,none
d_path_curvature_midbody_90th,d_path_curvature,90th,none
d_path_curvature_head_90th,d_path_curvature,90th,none
d_curvature_head_90th,d_curvature,90th,none
d_curvature_hips_90th,d_curvature,90th,none
d_curvature_midbody_90th,d_curvature,90th,none
d_curvature_neck_90th,d_curvature,90th,none
d_curvature_tail_90th,d_curvature,90th,none
d_curvature_mean_head_90th,d_curvature,90th,none
d_curvature_mean_neck_90th,d_curvature,90th,none
d_curvature_mean_midbody_90th,d_curvature,90th,none
d_curvature_mean_hips_90th,d_curvature,90th,none
d_curvature_mean_tail_90th,d_curvature,90th,none
d_curvature_std_head_90th,d_curvature,90th,none
d_curvature_std_neck_90th,d_curvature,90th,none
d_curvature_std_midbody_90th,d_curvature,90th,none
d_curvature_std_hips_90th,d_curvature,90th,none
d_curvature_std_tail_90th,d_curvature,90th,none
d_angular_velocity_90th,d_angular_velocity,90th,none
d_relative_to_body_angular_velocity_head_tip_90th,d_relative_to_angular_velocity_head_tip,90th,none
d_relative_to_body_angular_velocity_neck_90th,d_relative_to_angular_velocity,90th,none
d_relative_to_body_angular_velocity_hips_90th,d_relative_to_angular_velocity,90th,none
